Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,total
1,30/01/20,6:00 PM,Kerala,1,0,0,0,1,0
2,31/01/20,6:00 PM,Kerala,1,0,0,0,1,0
3,01/02/20,6:00 PM,Kerala,2,0,0,0,2,0
4,02/02/20,6:00 PM,Kerala,3,0,0,0,3,0
5,03/02/20,6:00 PM,Kerala,3,0,0,0,3,0
6,04/02/20,6:00 PM,Kerala,3,0,0,0,3,0
7,05/02/20,6:00 PM,Kerala,3,0,0,0,3,0
8,06/02/20,6:00 PM,Kerala,3,0,0,0,3,0
9,07/02/20,6:00 PM,Kerala,3,0,0,0,3,0
10,08/02/20,6:00 PM,Kerala,3,0,0,0,3,0
11,09/02/20,6:00 PM,Kerala,3,0,0,0,3,0
12,10/02/20,6:00 PM,Kerala,3,0,0,0,3,0
13,11/02/20,6:00 PM,Kerala,3,0,0,0,3,0
14,12/02/20,6:00 PM,Kerala,3,0,0,0,3,0
15,13/02/20,6:00 PM,Kerala,3,0,0,0,3,0
16,14/02/20,6:00 PM,Kerala,3,0,0,0,3,0
17,15/02/20,6:00 PM,Kerala,3,0,0,0,3,0
18,16/02/20,6:00 PM,Kerala,3,0,0,0,3,0
19,17/02/20,6:00 PM,Kerala,3,0,0,0,3,0
20,18/02/20,6:00 PM,Kerala,3,0,0,0,3,0
21,19/02/20,6:00 PM,Kerala,3,0,0,0,3,0
22,20/02/20,6:00 PM,Kerala,3,0,0,0,3,0
23,21/02/20,6:00 PM,Kerala,3,0,0,0,3,0
24,22/02/20,6:00 PM,Kerala,3,0,0,0,3,0
25,23/02/20,6:00 PM,Kerala,3,0,0,0,3,0
26,24/02/20,6:00 PM,Kerala,3,0,0,0,3,0
27,25/02/20,6:00 PM,Kerala,3,0,0,0,3,0
28,26/02/20,6:00 PM,Kerala,3,0,0,0,3,0
29,27/02/20,6:00 PM,Kerala,3,0,0,0,3,0
30,28/02/20,6:00 PM,Kerala,3,0,0,0,3,0
31,29/02/20,6:00 PM,Kerala,3,0,0,0,3,0
32,01/03/20,6:00 PM,Kerala,3,0,0,0,3,0
33,02/03/20,6:00 PM,Telengana,1,0,0,0,1,0
34,02/03/20,6:00 PM,Kerala,3,0,0,0,3,0
35,02/03/20,6:00 PM,Delhi,1,0,0,0,1,0
36,03/03/20,6:00 PM,Telengana,1,0,0,0,1,0
37,03/03/20,6:00 PM,Rajasthan,0,1,0,0,1,0
38,03/03/20,6:00 PM,Kerala,3,0,3,0,3,0
39,03/03/20,6:00 PM,Delhi,1,0,0,0,1,0
40,04/03/20,6:00 PM,Uttar Pradesh,6,0,0,0,6,0
41,04/03/20,6:00 PM,Kerala,3,0,3,0,3,0
42,04/03/20,6:00 PM,Haryana,0,2,0,0,2,0
43,04/03/20,6:00 PM,Delhi,1,0,0,0,1,0
44,04/03/20,6:00 PM,Telengana,1,0,0,0,1,0
45,04/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
46,05/03/20,6:00 PM,Delhi,2,0,0,0,2,0
47,05/03/20,6:00 PM,Haryana,0,2,0,0,2,0
48,05/03/20,6:00 PM,Kerala,3,0,3,0,3,0
49,05/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
50,05/03/20,6:00 PM,Telengana,1,0,0,0,1,0
51,05/03/20,6:00 PM,Uttar Pradesh,7,0,0,0,7,0
52,06/03/20,6:00 PM,Delhi,3,0,0,0,3,0
53,06/03/20,6:00 PM,Haryana,0,2,0,0,2,0
54,06/03/20,6:00 PM,Kerala,3,0,3,0,3,0
55,06/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
56,06/03/20,6:00 PM,Uttar Pradesh,7,0,0,0,7,0
57,06/03/20,6:00 PM,Telengana,1,0,0,0,1,0
58,07/03/20,6:00 PM,Kerala,3,0,3,0,3,0
59,07/03/20,6:00 PM,Uttar Pradesh,7,0,0,0,7,0
60,07/03/20,6:00 PM,Ladakh,2,0,0,0,2,0
61,07/03/20,6:00 PM,Telengana,1,0,0,0,1,0
62,07/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
63,07/03/20,6:00 PM,Delhi,3,0,0,0,3,0
64,07/03/20,6:00 PM,Haryana,0,2,0,0,2,0
65,07/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
66,08/03/20,6:00 PM,Ladakh,2,0,0,0,2,0
67,08/03/20,6:00 PM,Telengana,1,0,0,0,1,0
68,08/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
69,08/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
70,08/03/20,6:00 PM,Kerala,8,0,3,0,8,0
71,08/03/20,6:00 PM,Haryana,0,2,0,0,2,0
72,08/03/20,6:00 PM,Delhi,3,0,0,0,3,0
73,08/03/20,6:00 PM,Uttar Pradesh,7,0,0,0,7,0
74,09/03/20,6:00 PM,Ladakh,2,0,0,0,2,0
75,09/03/20,6:00 PM,Karnataka,1,0,0,0,1,0
76,09/03/20,6:00 PM,Kerala,9,0,3,0,9,0
77,09/03/20,6:00 PM,Maharashtra,2,0,0,0,2,0
78,09/03/20,6:00 PM,Punjab,1,0,0,0,1,0
79,09/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
80,09/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
81,09/03/20,6:00 PM,Telengana,1,0,0,0,1,0
82,09/03/20,6:00 PM,Jammu and Kashmir,1,0,0,0,1,0
83,09/03/20,6:00 PM,Uttar Pradesh,7,0,0,0,7,0
84,09/03/20,6:00 PM,Haryana,0,2,0,0,2,0
85,09/03/20,6:00 PM,Delhi,4,0,0,0,4,0
86,10/03/20,6:00 PM,Uttar Pradesh,7,0,0,0,7,0
87,10/03/20,6:00 PM,Ladakh,2,0,0,0,2,0
88,10/03/20,6:00 PM,Delhi,4,0,0,0,4,0
89,10/03/20,6:00 PM,Haryana,0,2,0,0,2,0
90,10/03/20,6:00 PM,Karnataka,4,0,0,0,4,0
91,10/03/20,6:00 PM,Kerala,15,0,3,0,15,0
92,10/03/20,6:00 PM,Maharashtra,5,0,0,0,5,0
93,10/03/20,6:00 PM,Punjab,1,0,0,0,1,0
94,10/03/20,6:00 PM,Rajasthan,1,14,0,0,15,0
95,10/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
96,10/03/20,6:00 PM,Telengana,1,0,0,0,1,0
97,10/03/20,6:00 PM,Jammu and Kashmir,1,0,0,0,1,0
98,11/03/20,6:00 PM,Maharashtra,2,0,0,0,2,0
99,11/03/20,6:00 PM,Delhi,5,0,0,0,5,0
100,11/03/20,6:00 PM,Haryana,0,14,0,0,14,0
101,11/03/20,6:00 PM,Kerala,17,0,3,0,17,0
102,11/03/20,6:00 PM,Rajasthan,1,2,0,0,3,0
103,11/03/20,6:00 PM,Telengana,1,0,0,0,1,0
104,11/03/20,6:00 PM,Uttar Pradesh,9,0,0,0,9,0
105,11/03/20,6:00 PM,Ladakh,2,0,0,0,2,0
106,11/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
107,11/03/20,6:00 PM,Jammu and Kashmir,1,0,0,0,1,0
108,11/03/20,6:00 PM,Punjab,1,0,0,0,1,0
109,11/03/20,6:00 PM,Karnataka,4,0,0,0,4,0
110,12/03/20,6:00 PM,Delhi,6,0,0,0,6,0
111,12/03/20,6:00 PM,Haryana,0,14,0,0,14,0
112,12/03/20,6:00 PM,Kerala,17,0,3,0,17,0
113,12/03/20,6:00 PM,Rajasthan,1,2,0,0,3,0
114,12/03/20,6:00 PM,Telengana,1,0,0,0,1,0
115,12/03/20,6:00 PM,Uttar Pradesh,10,1,0,0,11,0
116,12/03/20,6:00 PM,Ladakh,3,0,0,0,3,0
117,12/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
118,12/03/20,6:00 PM,Jammu and Kashmir,1,0,0,0,1,0
119,12/03/20,6:00 PM,Punjab,1,0,0,0,1,0
120,12/03/20,6:00 PM,Karnataka,4,0,0,0,4,0
121,12/03/20,6:00 PM,Maharashtra,11,0,0,0,11,0
122,12/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
123,13/03/20,6:00 PM,Delhi,6,0,0,0,6,0
124,13/03/20,6:00 PM,Haryana,0,14,0,0,14,0
125,13/03/20,6:00 PM,Kerala,19,0,3,0,19,0
126,13/03/20,6:00 PM,Rajasthan,1,2,0,0,3,0
127,13/03/20,6:00 PM,Telengana,1,0,0,0,1,0
128,13/03/20,6:00 PM,Uttar Pradesh,10,1,0,0,11,0
129,13/03/20,6:00 PM,Ladakh,3,0,0,0,3,0
130,13/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
131,13/03/20,6:00 PM,Jammu and Kashmir,1,0,0,0,1,0
132,13/03/20,6:00 PM,Punjab,1,0,0,0,1,0
133,13/03/20,6:00 PM,Karnataka,6,0,0,1,6,0
134,13/03/20,6:00 PM,Maharashtra,14,0,0,0,14,0
135,13/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
136,14/03/20,6:00 PM,Delhi,7,0,1,1,7,0
137,14/03/20,6:00 PM,Haryana,0,14,0,0,14,0
138,14/03/20,6:00 PM,Kerala,19,0,3,0,19,0
139,14/03/20,6:00 PM,Rajasthan,1,2,1,0,3,0
140,14/03/20,6:00 PM,Telengana,1,0,0,0,1,0
141,14/03/20,6:00 PM,Uttar Pradesh,11,1,5,0,12,0
142,14/03/20,6:00 PM,Ladakh,3,0,0,0,3,0
143,14/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
144,14/03/20,6:00 PM,Jammu and Kashmir,2,0,0,0,2,0
145,14/03/20,6:00 PM,Punjab,1,0,0,0,1,0
146,14/03/20,6:00 PM,Karnataka,6,0,0,1,6,0
147,14/03/20,6:00 PM,Maharashtra,14,0,0,0,14,0
148,14/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
149,15/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
150,15/03/20,6:00 PM,Delhi,7,0,2,1,7,0
151,15/03/20,6:00 PM,Haryana,0,14,0,0,14,0
152,15/03/20,6:00 PM,Karnataka,6,0,0,1,6,0
153,15/03/20,6:00 PM,Kerala,22,0,3,0,22,0
154,15/03/20,6:00 PM,Maharashtra,32,0,0,0,32,0
155,15/03/20,6:00 PM,Punjab,1,0,0,0,1,0
156,15/03/20,6:00 PM,Rajasthan,2,2,3,0,4,0
157,15/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
158,15/03/20,6:00 PM,Telengana,3,0,1,0,3,0
159,15/03/20,6:00 PM,Jammu and Kashmir,2,0,0,0,2,0
160,15/03/20,6:00 PM,Ladakh,3,0,0,0,3,0
161,15/03/20,6:00 PM,Uttar Pradesh,12,1,4,0,13,0
162,15/03/20,6:00 PM,Uttarakhand,1,0,0,0,1,0
163,16/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
164,16/03/20,6:00 PM,Delhi,7,0,2,1,7,0
165,16/03/20,6:00 PM,Haryana,0,14,0,0,14,0
166,16/03/20,6:00 PM,Karnataka,6,0,0,1,6,0
167,16/03/20,6:00 PM,Kerala,23,0,3,0,23,0
168,16/03/20,6:00 PM,Maharashtra,32,0,0,0,32,0
169,16/03/20,6:00 PM,Odisha,1,0,0,0,1,0
170,16/03/20,6:00 PM,Punjab,1,0,0,0,1,0
171,16/03/20,6:00 PM,Rajasthan,2,2,3,0,4,0
172,16/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
173,16/03/20,6:00 PM,Telengana,3,0,1,0,3,0
174,16/03/20,6:00 PM,Jammu and Kashmir,3,0,0,0,3,0
175,16/03/20,6:00 PM,Ladakh,4,0,0,0,4,0
176,16/03/20,6:00 PM,Uttar Pradesh,12,1,4,0,13,0
177,16/03/20,6:00 PM,Uttarakhand,1,0,0,0,1,0
178,17/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
179,17/03/20,6:00 PM,Delhi,8,0,2,1,8,0
180,17/03/20,6:00 PM,Haryana,1,14,0,0,15,0
181,17/03/20,6:00 PM,Karnataka,11,0,0,1,11,0
182,17/03/20,6:00 PM,Kerala,24,2,3,0,26,0
183,17/03/20,6:00 PM,Maharashtra,36,3,0,1,39,0
184,17/03/20,6:00 PM,Odisha,1,0,0,0,1,0
185,17/03/20,6:00 PM,Punjab,1,0,0,0,1,0
186,17/03/20,6:00 PM,Rajasthan,2,2,3,0,4,0
187,17/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
188,17/03/20,6:00 PM,Telengana,3,2,1,0,5,0
189,17/03/20,6:00 PM,Jammu and Kashmir,3,0,0,0,3,0
190,17/03/20,6:00 PM,Ladakh,6,0,0,0,6,0
191,17/03/20,6:00 PM,Uttar Pradesh,14,1,5,0,15,0
192,17/03/20,6:00 PM,Uttarakhand,1,0,0,0,1,0
193,18/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,0
194,18/03/20,6:00 PM,Delhi,9,1,2,1,10,0
195,18/03/20,6:00 PM,Haryana,3,14,0,0,17,0
196,18/03/20,6:00 PM,Karnataka,11,0,0,1,11,0
197,18/03/20,6:00 PM,Kerala,25,2,3,0,27,0
198,18/03/20,6:00 PM,Maharashtra,39,3,0,1,42,0
199,18/03/20,6:00 PM,Odisha,1,0,0,0,1,0
200,18/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
201,18/03/20,6:00 PM,Punjab,1,0,0,0,1,0
202,18/03/20,6:00 PM,Rajasthan,2,2,3,0,4,0
203,18/03/20,6:00 PM,Tamil Nadu,1,0,0,0,1,0
204,18/03/20,6:00 PM,Telengana,4,2,1,0,6,0
205,18/03/20,6:00 PM,Jammu and Kashmir,3,0,0,0,3,0
206,18/03/20,6:00 PM,Ladakh,8,0,0,0,8,0
207,18/03/20,6:00 PM,Uttar Pradesh,15,1,5,0,16,0
208,18/03/20,6:00 PM,Uttarakhand,1,0,0,0,1,0
209,18/03/20,6:00 PM,West Bengal,1,0,0,0,1,0
210,19/03/20,6:00 PM,Andhra Pradesh,2,0,0,0,2,0
211,19/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
212,19/03/20,6:00 PM,Delhi,11,1,3,1,12,0
213,19/03/20,6:00 PM,Haryana,3,14,0,0,17,0
214,19/03/20,6:00 PM,Karnataka,14,0,0,1,14,0
215,19/03/20,6:00 PM,Kerala,25,2,3,0,27,0
216,19/03/20,6:00 PM,Maharashtra,44,3,0,1,47,0
217,19/03/20,6:00 PM,Odisha,1,0,0,0,1,0
218,19/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
219,19/03/20,6:00 PM,Punjab,2,0,0,1,2,0
220,19/03/20,6:00 PM,Rajasthan,5,2,3,0,7,0
221,19/03/20,6:00 PM,Tamil Nadu,2,0,1,0,2,0
222,19/03/20,6:00 PM,Telengana,4,2,1,0,6,0
223,19/03/20,6:00 PM,Chandigarh,1,0,0,0,1,0
224,19/03/20,6:00 PM,Jammu and Kashmir,4,0,0,0,4,0
225,19/03/20,6:00 PM,Ladakh,8,0,0,0,8,0
226,19/03/20,6:00 PM,Uttar Pradesh,18,1,9,0,19,0
227,19/03/20,6:00 PM,Uttarakhand,1,0,0,0,1,0
228,19/03/20,6:00 PM,West Bengal,1,0,0,0,1,0
229,20/03/20,6:00 PM,Andhra Pradesh,3,0,0,0,3,0
230,20/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
231,20/03/20,6:00 PM,Delhi,16,1,5,1,17,0
232,20/03/20,6:00 PM,Gujarat,5,0,0,0,5,0
233,20/03/20,6:00 PM,Haryana,3,14,0,0,17,0
234,20/03/20,6:00 PM,Karnataka,15,0,1,1,15,0
235,20/03/20,6:00 PM,Kerala,26,2,3,0,28,0
236,20/03/20,6:00 PM,Maharashtra,49,3,0,1,52,0
237,20/03/20,6:00 PM,Odisha,2,0,0,0,2,0
238,20/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
239,20/03/20,6:00 PM,Punjab,2,0,0,1,2,0
240,20/03/20,6:00 PM,Rajasthan,15,2,3,0,17,0
241,20/03/20,6:00 PM,Tamil Nadu,3,0,1,0,3,0
242,20/03/20,6:00 PM,Telengana,8,9,1,0,17,0
243,20/03/20,6:00 PM,Chandigarh,1,0,0,0,1,0
244,20/03/20,6:00 PM,Jammu and Kashmir,4,0,0,0,4,0
245,20/03/20,6:00 PM,Ladakh,10,0,0,0,10,0
246,20/03/20,6:00 PM,Uttar Pradesh,22,1,9,0,23,0
247,20/03/20,6:00 PM,Uttarakhand,3,0,0,0,3,0
248,20/03/20,6:00 PM,West Bengal,2,0,0,0,2,0
249,21/03/20,6:00 PM,Andhra Pradesh,3,0,0,0,3,0
250,21/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
251,21/03/20,6:00 PM,Delhi,25,1,5,1,26,0
252,21/03/20,6:00 PM,Gujarat,7,0,0,0,7,0
253,21/03/20,6:00 PM,Haryana,3,14,0,0,17,0
254,21/03/20,6:00 PM,Himachal Pradesh,2,0,0,0,2,0
255,21/03/20,6:00 PM,Karnataka,15,0,1,1,15,0
256,21/03/20,6:00 PM,Kerala,33,7,3,0,40,0
257,21/03/20,6:00 PM,Madhya Pradesh,4,0,0,0,4,0
258,21/03/20,6:00 PM,Maharashtra,60,3,0,1,63,0
259,21/03/20,6:00 PM,Odisha,2,0,0,0,2,0
260,21/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
261,21/03/20,6:00 PM,Punjab,13,0,0,1,13,0
262,21/03/20,6:00 PM,Rajasthan,15,2,3,0,17,0
263,21/03/20,6:00 PM,Tamil Nadu,3,0,1,0,3,0
264,21/03/20,6:00 PM,Telengana,10,11,1,0,21,0
265,21/03/20,6:00 PM,Chandigarh,1,0,0,0,1,0
266,21/03/20,6:00 PM,Jammu and Kashmir,4,0,0,0,4,0
267,21/03/20,6:00 PM,Ladakh,13,0,0,0,13,0
268,21/03/20,6:00 PM,Uttar Pradesh,23,1,9,0,24,0
269,21/03/20,6:00 PM,Uttarakhand,3,0,0,0,3,0
270,21/03/20,6:00 PM,West Bengal,3,0,0,0,3,0
271,22/03/20,6:00 PM,Andhra Pradesh,5,0,0,0,5,0
272,22/03/20,6:00 PM,Bihar,2,0,0,1,2,0
273,22/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
274,22/03/20,6:00 PM,Delhi,28,1,5,1,29,0
275,22/03/20,6:00 PM,Gujarat,18,0,0,1,18,0
276,22/03/20,6:00 PM,Haryana,7,14,0,0,21,0
277,22/03/20,6:00 PM,Himachal Pradesh,2,0,0,0,2,0
278,22/03/20,6:00 PM,Karnataka,26,0,2,1,26,0
279,22/03/20,6:00 PM,Kerala,45,7,3,0,52,0
280,22/03/20,6:00 PM,Madhya Pradesh,4,0,0,0,4,0
281,22/03/20,6:00 PM,Maharashtra,64,3,0,2,67,0
282,22/03/20,6:00 PM,Odisha,2,0,0,0,2,0
283,22/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
284,22/03/20,6:00 PM,Punjab,21,0,0,1,21,0
285,22/03/20,6:00 PM,Rajasthan,22,2,3,0,24,0
286,22/03/20,6:00 PM,Tamil Nadu,5,2,1,0,7,0
287,22/03/20,6:00 PM,Telengana,11,11,1,0,22,0
288,22/03/20,6:00 PM,Chandigarh,5,0,0,0,5,0
289,22/03/20,6:00 PM,Jammu and Kashmir,4,0,0,0,4,0
290,22/03/20,6:00 PM,Ladakh,13,0,0,0,13,0
291,22/03/20,6:00 PM,Uttar Pradesh,26,1,9,0,27,0
292,22/03/20,6:00 PM,Uttarakhand,3,0,0,0,3,0
293,22/03/20,6:00 PM,West Bengal,4,0,0,0,4,0
294,23/03/20,6:00 PM,Andhra Pradesh,7,0,0,0,7,0
295,23/03/20,6:00 PM,Bihar,2,0,0,1,2,0
296,23/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
297,23/03/20,6:00 PM,Delhi,28,1,5,1,29,0
298,23/03/20,6:00 PM,Gujarat,29,0,0,1,29,0
299,23/03/20,6:00 PM,Haryana,12,14,0,0,26,0
300,23/03/20,6:00 PM,Himachal Pradesh,2,0,0,0,2,0
301,23/03/20,6:00 PM,Karnataka,33,0,2,1,33,0
302,23/03/20,6:00 PM,Kerala,60,7,3,0,67,0
303,23/03/20,6:00 PM,Madhya Pradesh,6,0,0,0,6,0
304,23/03/20,6:00 PM,Maharashtra,71,3,0,2,74,0
305,23/03/20,6:00 PM,Odisha,2,0,0,0,2,0
306,23/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
307,23/03/20,6:00 PM,Punjab,21,0,0,1,21,0
308,23/03/20,6:00 PM,Rajasthan,26,2,3,0,28,0
309,23/03/20,6:00 PM,Tamil Nadu,7,2,1,0,9,0
310,23/03/20,6:00 PM,Telengana,22,10,1,0,32,0
311,23/03/20,6:00 PM,Chandigarh,6,0,0,0,6,0
312,23/03/20,6:00 PM,Jammu and Kashmir,4,0,0,0,4,0
313,23/03/20,6:00 PM,Ladakh,13,0,0,0,13,0
314,23/03/20,6:00 PM,Uttar Pradesh,30,1,9,0,31,0
315,23/03/20,6:00 PM,Uttarakhand,3,0,0,0,3,0
316,23/03/20,6:00 PM,West Bengal,7,0,0,0,7,0
317,24/03/20,6:00 PM,Andhra Pradesh,8,0,0,0,8,0
318,24/03/20,6:00 PM,Bihar,3,0,0,1,3,0
319,24/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
320,24/03/20,6:00 PM,Delhi,29,1,6,1,30,0
321,24/03/20,6:00 PM,Gujarat,32,1,0,1,33,0
322,24/03/20,6:00 PM,Haryana,14,14,11,0,28,0
323,24/03/20,6:00 PM,Himachal Pradesh,3,0,0,1,3,0
324,24/03/20,6:00 PM,Karnataka,37,0,3,1,37,0
325,24/03/20,6:00 PM,Kerala,87,8,4,0,95,0
326,24/03/20,6:00 PM,Madhya Pradesh,7,0,0,0,7,0
327,24/03/20,6:00 PM,Maharashtra,86,3,0,2,89,0
328,24/03/20,6:00 PM,Manipur,1,0,0,0,1,0
329,24/03/20,6:00 PM,Odisha,2,0,0,0,2,0
330,24/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
331,24/03/20,6:00 PM,Punjab,29,0,0,1,29,0
332,24/03/20,6:00 PM,Rajasthan,30,2,3,0,32,0
333,24/03/20,6:00 PM,Tamil Nadu,13,2,1,0,15,0
334,24/03/20,6:00 PM,Telengana,25,10,1,0,35,0
335,24/03/20,6:00 PM,Chandigarh,7,0,0,0,7,0
336,24/03/20,6:00 PM,Jammu and Kashmir,4,0,0,0,4,0
337,24/03/20,6:00 PM,Ladakh,13,0,0,0,13,0
338,24/03/20,6:00 PM,Uttar Pradesh,32,1,11,0,33,0
339,24/03/20,6:00 PM,Uttarakhand,3,1,0,0,4,0
340,24/03/20,6:00 PM,West Bengal,9,0,0,1,9,0
341,25/03/20,6:00 PM,Andhra Pradesh,9,0,1,0,9,0
342,25/03/20,6:00 PM,Bihar,4,0,0,1,4,0
343,25/03/20,6:00 PM,Chhattisgarh,1,0,0,0,1,0
344,25/03/20,6:00 PM,Delhi,30,1,6,1,31,0
345,25/03/20,6:00 PM,Gujarat,37,1,0,1,38,0
346,25/03/20,6:00 PM,Haryana,14,14,11,0,28,0
347,25/03/20,6:00 PM,Himachal Pradesh,3,0,0,1,3,0
348,25/03/20,6:00 PM,Karnataka,41,0,3,1,41,0
349,25/03/20,6:00 PM,Kerala,101,8,4,0,109,0
350,25/03/20,6:00 PM,Madhya Pradesh,14,0,0,0,14,0
351,25/03/20,6:00 PM,Maharashtra,125,3,1,3,128,0
352,25/03/20,6:00 PM,Manipur,1,0,0,0,1,0
353,25/03/20,6:00 PM,Mizoram,1,0,0,0,1,0
354,25/03/20,6:00 PM,Odisha,2,0,0,0,2,0
355,25/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
356,25/03/20,6:00 PM,Punjab,29,0,0,1,29,0
357,25/03/20,6:00 PM,Rajasthan,34,2,3,0,36,0
358,25/03/20,6:00 PM,Tamil Nadu,16,2,1,0,18,0
359,25/03/20,6:00 PM,Telengana,25,10,1,0,35,0
360,25/03/20,6:00 PM,Chandigarh,7,0,0,0,7,0
361,25/03/20,6:00 PM,Jammu and Kashmir,7,0,1,0,7,0
362,25/03/20,6:00 PM,Ladakh,13,0,0,0,13,0
363,25/03/20,6:00 PM,Uttar Pradesh,36,1,11,0,37,0
364,25/03/20,6:00 PM,Uttarakhand,3,1,0,0,4,0
365,25/03/20,6:00 PM,West Bengal,9,0,0,1,9,0
366,26/03/20,6:00 PM,Andaman and Nicobar Islands,1,0,0,0,1,0
367,26/03/20,6:00 PM,Andhra Pradesh,11,0,1,0,11,0
368,26/03/20,6:00 PM,Bihar,6,0,0,1,6,0
369,26/03/20,6:00 PM,Chandigarh,7,0,0,0,7,0
370,26/03/20,6:00 PM,Chhattisgarh,6,0,0,0,6,0
371,26/03/20,6:00 PM,Delhi,35,1,6,1,36,0
372,26/03/20,6:00 PM,Goa,3,0,0,0,3,0
373,26/03/20,6:00 PM,Gujarat,42,1,0,3,43,0
374,26/03/20,6:00 PM,Haryana,16,14,11,0,30,0
375,26/03/20,6:00 PM,Himachal Pradesh,3,0,0,1,3,0
376,26/03/20,6:00 PM,Jammu and Kashmir,13,0,1,0,13,0
377,26/03/20,6:00 PM,Karnataka,55,0,3,2,55,0
378,26/03/20,6:00 PM,Kerala,110,8,6,0,118,0
379,26/03/20,6:00 PM,Ladakh,13,0,0,0,13,0
380,26/03/20,6:00 PM,Madhya Pradesh,20,0,0,1,20,0
381,26/03/20,6:00 PM,Maharashtra,121,3,1,3,124,0
382,26/03/20,6:00 PM,Manipur,1,0,0,0,1,0
383,26/03/20,6:00 PM,Mizoram,1,0,0,0,1,0
384,26/03/20,6:00 PM,Odisha,2,0,0,0,2,0
385,26/03/20,6:00 PM,Puducherry,1,0,0,0,1,0
386,26/03/20,6:00 PM,Punjab,33,0,0,1,33,0
387,26/03/20,6:00 PM,Rajasthan,39,2,3,0,41,0
388,26/03/20,6:00 PM,Tamil Nadu,20,6,1,1,26,0
389,26/03/20,6:00 PM,Telengana,34,10,1,0,44,0
390,26/03/20,6:00 PM,Uttarakhand,4,1,0,0,5,0
391,26/03/20,6:00 PM,Uttar Pradesh,40,1,11,0,41,0
392,26/03/20,6:00 PM,West Bengal,10,0,0,1,10,0
393,27/03/20,10:00 AM,Andaman and Nicobar Islands,1,0,0,0,1,0
394,27/03/20,10:00 AM,Andhra Pradesh,12,0,1,0,12,0
395,27/03/20,10:00 AM,Bihar,6,0,0,1,6,0
396,27/03/20,10:00 AM,Chandigarh,7,0,0,0,7,0
397,27/03/20,10:00 AM,Chhattisgarh,6,0,0,0,6,0
398,27/03/20,10:00 AM,Delhi,35,1,6,1,36,0
399,27/03/20,10:00 AM,Goa,3,0,0,0,3,0
400,27/03/20,10:00 AM,Gujarat,42,1,0,3,43,0
401,27/03/20,10:00 AM,Haryana,16,14,11,0,30,0
402,27/03/20,10:00 AM,Himachal Pradesh,3,0,0,1,3,0
403,27/03/20,10:00 AM,Jammu and Kashmir,13,0,1,1,13,0
404,27/03/20,10:00 AM,Karnataka,55,0,3,2,55,0
405,27/03/20,10:00 AM,Kerala,129,8,11,0,137,0
406,27/03/20,10:00 AM,Ladakh,13,0,3,0,13,0
407,27/03/20,10:00 AM,Madhya Pradesh,20,0,0,1,20,0
408,27/03/20,10:00 AM,Maharashtra,127,3,15,4,130,0
409,27/03/20,10:00 AM,Manipur,1,0,0,0,1,0
410,27/03/20,10:00 AM,Mizoram,1,0,0,0,1,0
411,27/03/20,10:00 AM,Odisha,2,0,0,0,2,0
412,27/03/20,10:00 AM,Puducherry,1,0,0,0,1,0
413,27/03/20,10:00 AM,Punjab,33,0,0,1,33,0
